번호,관리번호,지정일자,해제일자,운영상태,읍면동명,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
1,6520000-S199500002,1995.1.3,,사용중,대천동,성산빌라 지하1층,공공용시설,제주특별자치도 서귀포시 신서귀로97번길 84 (성산연립주택),제주특별자치도 서귀포시 강정동 178번지 1호,63567,지하,231.41,280,2023.5.31 13:37,I,2023.7.28 1:14,33,15,5.05,126,30,20.08,33.25140269,126.5055777,907367.6905,1473783.808
2,6520000-S199500009,1995.8.9,,사용중,동홍동,세기아파트 가동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로 549 (세기아파트),제주특별자치도 서귀포시 동홍동 139번지 1호,63589,지하,652,790,2023.5.31 13:38,I,2023.7.28 1:14,33,15,9.91,126,34,31.28,33.25275411,126.5753561,913869.2424,1473873.945
3,6520000-S199500017,1995.8.10,,사용중,동홍동,삼아아파트 101동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로536번길 6 (삼아아파트),제주특별자치도 서귀포시 동홍동 201번지,63597,지하,604.33,732,2023.5.31 13:58,I,2023.7.28 1:14,33,15,6.15,126,34,29.84,33.25170775,126.5749566,913831.0006,1473758.264
4,6520000-S199500018,1995.8.10,,사용중,동홍동,삼아아파트 102동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로536번길 6 (삼아아파트),제주특별자치도 서귀포시 동홍동 201번지,63597,지하,934.53,1132,2023.5.31 13:59,I,2023.7.28 1:14,33,15,6.15,126,34,29.84,33.25170775,126.5749566,913831.0006,1473758.264
5,6520000-S199400001,1994.2.21,,사용중,대륜동,서귀포시청 제2청사 지하1층,공공용시설,제주특별자치도 서귀포시 신중로 55-0,제주특별자치도 서귀포시 법환동 731번지,63565,지하,2677,3244,2023.5.31 13:35,I,2023.7.28 1:14,33,15,17.4,126,30,40.27,33.25483799,126.5111594,907891.2604,1474159.749
6,6520000-S199400002,1994.3.21,,사용중,대륜동,KT신서귀포지점 지하1층,공공용시설,제주특별자치도 서귀포시 신중로 50-0,제주특별자치도 서귀포시 법환동 733번지,63566,지하,545,660,2023.5.31 13:35,I,2023.7.28 1:14,33,15,16.02,126,30,37.91,33.25455377,126.5105562,907834.7704,1474128.768
7,6520000-S199400003,1994.3.21,,사용중,대륜동,기영빌라 지하1층,공공용시설,제주특별자치도 서귀포시 이어도로 943-0,제주특별자치도 서귀포시 법환동 398번지,63573,지하,793,961,2023.5.31 13:36,I,2023.7.28 1:14,33,14,21.16,126,30,50.98,33.23914815,126.5143194,908169.2125,1472417.417
8,6520000-S198800002,1988.2.21,,사용중,서귀동,더루케테호텔 지하 1층,공공용시설,제주특별자치도 서귀포시 천지연로29번길 8 (뉴서울호텔),제주특별자치도 서귀포시 서귀동 698번지 4호,63596,지하,211.23,256,2023.6.14 10:45,I,2023.7.28 1:14,33,14,28.92,126,33,46.74,33.24130375,126.562969,912703.9549,1472614.719
9,6520000-S200200001,2002.3.28,,사용중,서귀동,선경오피스텔 지하주차장 1층,공공용시설,제주특별자치도 서귀포시 중정로 123 (선경오피스텔),제주특별자치도 서귀포시 서귀동 251번지 1호,63590,지하,2788.35,3379,2023.6.12 15:51,I,2023.7.28 1:14,33,14,55.72,126,34,10.17,33.24867745,126.5694561,913315.6053,1473426.843
10,6520000-S200200015,2002.3.28,,사용중,서귀동,서귀포중앙우체국 지하창고 1층,공공용시설,제주특별자치도 서귀포시 중정로 57 (중앙우체국),제주특별자치도 서귀포시 서귀동 293번지 3호,63591,지하,360,436,2023.5.31 14:05,I,2023.7.28 1:14,33,14,53.02,126,33,44.13,33.24786395,126.5625336,912669.9117,1473342.414
11,6520000-S200200033,2002.3.28,,사용중,서귀동,KT서귀포지점 지하주차장 1층,공공용시설,제주특별자치도 서귀포시 중앙로42번길 7,제주특별자치도 서귀포시 서귀동 292번지 5호,63591,지하,330,400,2023.5.31 14:05,I,2023.7.28 1:14,33,14,54.67,126,33,44.09,33.24849196,126.5623857,912656.7651,1473412.166
12,6520000-S200200034,2002.3.28,,사용중,서귀동,국민은행 지하주차장 1층,공공용시설,제주특별자치도 서귀포시 중정로 55 (국민은행),제주특별자치도 서귀포시 서귀동 293번지 17호,63591,지하,421.8,511,2023.5.31 14:05,I,2023.7.28 1:14,33,14,52.38,126,33,44,33.2477996,126.562287,912646.881,1473335.487
13,6520000-S199400009,1994.1.1,,사용중,서홍동,서홍새마을금고본소 지하1층,공공용시설,"제주특별자치도 서귀포시 중산간동로 8037, 서홍새마을금고 지하1층 (서홍동)",제주특별자치도 서귀포시 서홍동 256-2 서홍새마을금고 지하 1층,63584,지하,596,722,2023.6.13 17:45,I,2023.7.28 1:14,33,15,50.08,126,33,28.27,33.26401474,126.5580054,912264.2149,1475136.857
14,6520000-S199600002,1996.3.30,,사용중,서홍동,예일외국어학원 지하1층,공공용시설,"제주특별자치도 서귀포시 중앙로101번길 5, 지하1층 (서홍동)",제주특별자치도 서귀포시 서홍동 441-3 지하1층,63584,지하,175,212,2023.6.13 17:48,I,2023.7.28 1:14,33,15,12.89,126,33,37.07,33.25361307,126.5603029,912467.8404,1473981.689
15,6520000-S200300006,2003.1.2,,사용중,예래동,제주신라호텔 지하1층,공공용시설,제주특별자치도 서귀포시 중문관광로72번길 75 (신라호텔),제주특별자치도 서귀포시 색달동 3039번지 3호,63535,지하,1604,1944,2023.6.2 14:11,I,2023.7.28 1:14,33,14,52.84,126,24,31.28,33.24763914,126.4080384,898276.9389,1473457.255
16,6520000-S200300014,2003.1.2,,사용중,서귀동,서귀포농협 지하1층,공공용시설,제주특별자치도 서귀포시 중앙로 75 (서귀포농협),제주특별자치도 서귀포시 서귀동 297번지 13호,63592,지하,462,560,2023.5.31 14:06,I,2023.7.28 1:14,33,15,4.11,126,33,38.85,33.25141068,126.5610926,912539.2046,1473736.847
17,6520000-S200300025,2003.1.2,,사용중,서홍동,한국SGI한일우호연수원 지하1층,공공용시설,제주특별자치도 서귀포시 남성로128번길 24,제주특별자치도 서귀포시 서홍동 731번지 3호,63594,지하,2368,2870,2023.5.31 14:06,I,2023.7.28 1:14,33,14,26.11,126,33,22.61,33.24081433,126.5560265,912056.6585,1472566.278
18,6520000-S200300031,2003.1.1,,사용중,중문동,민우아파트 지하1층,공공용시설,제주특별자치도 서귀포시 천제연로213번길 14-3 (민우중문아파트),제주특별자치도 서귀포시 중문동 1999번지 2호,63545,지하,1123.2,1361,2023.5.31 14:07,I,2023.7.28 1:14,33,15,9.59,126,25,41.06,33.25266522,126.4280719,900148.9862,1473995.184
19,6520000-S200301018,2003.1.1,,사용중,성산읍,성산포수협 어민복지회관 지하1층,공공용시설,"제주특별자치도 서귀포시 성산읍 동류암로36번길 5, 어민복지회관",제주특별자치도 서귀포시 성산읍 고성리 298-1 어민복지회관,63640,지하,170.65,206,2023.5.31 14:08,I,2023.7.28 1:14,33,26,58.81,126,54,58.31,33.44927927,126.9161456,945736.4879,1495433.263
20,6520000-S200301020,2003.1.1,,사용중,성산읍,성산포수협 신산지소 지하1층,공공용시설,"제주특별자치도 서귀포시 성산읍 일주동로 5113, 성산포수협신산지점",제주특별자치도 서귀포시 성산읍 신산리 1041-5 성산포수협신산지점,63634,지하,153.01,185,2023.5.31 14:08,I,2023.7.28 1:14,33,22,49.27,126,52,35.08,33.38038812,126.8763349,941990.6329,1487816.786
21,6520000-S200301024,2003.1.1,,사용중,성산읍,동명아파트 지하주차장 1층,공공용시설,제주특별자치도 서귀포시 성산읍 고성동서로56번길 10(동명아파트),제주특별자치도 서귀포시 성산읍 고성리 1132-21 동명아파트,63640,지하,722.49,875,2023.5.31 14:09,I,2023.7.28 1:14,33,26,59.49,126,54,49.04,33.44996179,126.9139892,945536.4968,1495510.062
22,6520000-S200101001,2001.1.2,,사용중,남원읍,수협남원지소 지하1층,공공용시설,"제주특별자치도 서귀포시 남원읍 태위로 698, 서귀포수협",제주특별자치도 서귀포시 남원읍 남원리 97-5 서귀포수협,63621,지하,360.33,436,2023.5.31 14:04,I,2023.7.28 1:14,33,16,46.08,126,43,15.88,33.27953867,126.7209881,927457.4097,1476732.921
23,6520000-S200001001,2000.7.1,,사용중,남원읍,남원읍사무소 지하1층,공공용시설,"제주특별자치도 서귀포시 남원읍 태위로 695, 남원읍사무소",제주특별자치도 서귀포시 남원읍 남원리 205-1 남원읍사무소,63621,지하,1107,1341,2023.5.31 14:03,I,2023.7.28 1:14,33,16,47.37,126,43,14.61,33.2798247,126.7207254,927433.1807,1476764.815
24,6520000-S201100013,2011.2.10,,사용중,영천동,서귀포온성학교 지하1층,공공용시설,제주특별자치도 서귀포시 516로 447-10 (온성학교),제주특별자치도 서귀포시 상효동 1291번지 2호,63582,지하,342,414,2023.5.31 14:03,I,2023.7.28 1:14,33,17,27.77,126,35,34.86,33.29117888,126.5934129,915588.2795,1478119.379
25,6520000-S201100018,2011.7.7,,사용중,남원읍,금호리조트 제주 지하1층 지하주차장,공공용시설,제주특별자치도 서귀포시 남원읍 태위로 522-15,제주특별자치도 서귀포시 남원읍 남원리 2384-3,63620,지하,1419,1720,2023.5.31 14:00,I,2023.7.28 1:14,33,16,25.41,126,42,13.44,33.27367436,126.7036907,925841.6535,1476094.9
26,6520000-S201100020,2011.12.27,,사용중,서홍동,세림피스 지하1층,공공용시설,"제주특별자치도 서귀포시 일주동로 8734, 세림피스 지하1층 (서홍동)",제주특별자치도 서귀포시 서홍동 446-5 세림피스 지하1층,63584,지하,433.13,525,2023.6.13 18:03,I,2023.7.28 1:14,33,15,9.02,126,33,18.85,33.2524473,126.5552168,911992.8841,1473856.713
27,6520000-S201200002,2012.2.23,,사용중,동홍동,동홍동주민센터 지하1층,공공용시설,제주특별자치도 서귀포시 동홍로 104 (동홍동주민센터),제주특별자치도 서귀포시 동홍동 577번지,63588,지하,126,152,2023.5.31 13:58,I,2023.7.28 1:14,33,15,28.2,126,34,7.63,33.25783357,126.5687851,913262.153,1474442.544
28,6520000-S201200003,2012.5.21,,사용중,중문동,서귀포시 국민체육센터 지하1층,공공용시설,제주특별자치도 서귀포시 중문관광로 346,제주특별자치도 서귀포시 중문동 1921번지 1호,63544,지하,4304.28,5217,2023.5.31 13:58,I,2023.7.28 1:14,33,15,3.04,126,25,53.27,33.25084523,126.4314651,900463.0208,1473790.159
29,6520000-S199600003,1996.5.3,,사용중,동홍동,일호아파트 지하1층,공공용시설,제주특별자치도 서귀포시 문부로 27-4 (동홍일호아파트),제주특별자치도 서귀포시 동홍동 649번지 2호,63589,지하,515.7,625,2023.5.31 14:03,I,2023.7.28 1:14,33,15,8.48,126,34,15.99,33.25246959,126.5708951,913453.4032,1473846.086
30,6520000-S201300001,2013.5.9,,사용중,대정읍,캐논스빌리지1단지 지하1층,공공용시설,제주특별자치도 서귀포시 대정읍 글로벌에듀로145번길 46-0,제주특별자치도 서귀포시 대정읍 구억리 1062번지,63644,지하,105.38,127,2023.5.31 13:58,I,2023.7.28 1:14,33,17,41.84,126,17,22.82,33.29550676,126.2900663,887347.9627,1478885.629
31,6520000-S200300011,2003.1.2,,사용중,예래동,서귀포호텔 지하1층,공공용시설,제주특별자치도 서귀포시 상예로 319 (서귀포호텔),제주특별자치도 서귀포시 상예동 161번지,63548,지하,1623,1967,2023.5.31 14:06,I,2023.7.28 1:14,33,16,23.12,126,23,40.72,33.27324106,126.3948209,897075.6111,1476308.763
32,6520000-S201100001,2011.1.12,,사용중,서홍동,서홍동주민센터 지하1층,공공용시설,"제주특별자치도 서귀포시 중앙로 125, 서홍동주민센터 지하1층 (서홍동)",제주특별자치도 서귀포시 서홍동 397-24 서홍동주민센터 지하 1층,63584,지하,240,290,2023.6.13 17:49,I,2023.7.28 1:14,33,15,21.88,126,33,35.94,33.25592298,126.5601695,912457.7152,1474237.902
33,6520000-S201100002,2018.2.9,,사용중,표선면,표선면사무소 지하1층,공공용시설,"제주특별자치도 서귀포시 표선면 표선중앙로 74, 표선면사무소",제주특별자치도 서귀포시 표선면 표선리 705 표선면사무소,63629,지하,193.5,234,2023.5.31 14:05,I,2023.7.28 1:14,33,19,36.05,126,49,51.64,33.32664525,126.8311383,937748.4145,1481884.437
34,6520000-S201100003,2011.1.10,,사용중,표선면,표선리사무소 지하1층,공공용시설,"제주특별자치도 서귀포시 표선면 표선동서로 234, 표선리사무소",제주특별자치도 서귀포시 표선면 표선리 633-3 표선리사무소,63629,지하,83,100,2023.5.31 14:05,I,2023.7.28 1:14,33,19,29.02,126,49,56.48,33.32472068,126.8325032,937874.0781,1481670.247
35,6520000-S201100004,2011.1.10,,사용중,표선면,해비치호텔리조트 지하1층,공공용시설,"제주특별자치도 서귀포시 표선면 민속해안로 537, 해비치리조트&호텔",제주특별자치도 서귀포시 표선면 표선리 40-69 해비치리조트&호텔,63629,지하,7923,9603,2023.5.31 14:05,I,2023.7.28 1:14,33,19,22.98,126,50,39.07,33.32063446,126.8447665,939012.6397,1481209.975
36,6520000-S201100005,2011.1.10,,사용중,안덕면,안덕농협 지하1층,공공용시설,"제주특별자치도 서귀포시 안덕면 화순로 104, 지하1층",제주특별자치도 서귀포시 안덕면 화순리 1075-1,63530,지하,449,544,2023.5.31 14:05,I,2023.7.28 1:14,33,14,49.35,126,20,6.06,33.24670618,126.3351805,891488.2483,1473427.111
37,6520000-S201100006,2011.1.10,,사용중,안덕면,안덕산방도서관 지하1층,공공용시설,"제주특별자치도 서귀포시 안덕면 화순서서로 44, 안덕산방도서관 지하1층",제주특별자치도 서귀포시 안덕면 화순리 1963 안덕산방도서관,63529,지하,187.7,227,2023.5.31 14:04,I,2023.7.28 1:14,33,15,18.19,126,19,50.33,33.25494877,126.3306616,891077.4839,1474345.701
38,6520000-S201100007,2011.1.26,,사용중,남원읍,남원생활체육관 지하1층,공공용시설,제주특별자치도 서귀포시 남원읍 태위로 551-28,제주특별자치도 서귀포시 남원읍 남원리 2337번지 1호,63620,지하,188,227,2023.5.31 14:04,I,2023.7.28 1:14,33,16,40.6,126,42,15.9,33.2777222,126.7053537,925999.9415,1476542.501
39,6520000-S201100011,2011.2.10,,사용중,영천동,서귀포시 교육지원청 지하1층,공공용시설,제주특별자치도 서귀포시 토평로 43 (서귀포교육청),제주특별자치도 서귀포시 토평동 1442번지 1호,63603,지하,342,414,2023.5.31 14:03,I,2023.7.28 1:14,33,16,12.49,126,35,21.54,33.27013691,126.5893158,915186.4361,1475789.762
40,6520000-S201100012,2011.2.10,,사용중,영천동,토평초등학교 지하1층,공공용시설,제주특별자치도 서귀포시 토평남로 86 (토평초등학교),제주특별자치도 서귀포시 토평동 1210번지 1호,63604,지하,263,318,2023.5.31 14:03,I,2023.7.28 1:14,33,15,58.69,126,35,23.18,33.26599659,126.5895436,915203.6491,1475330.538
41,6520000-S199500019,1995.8.10,,사용중,동홍동,삼아아파트 103동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로536번길 6 (삼아아파트),제주특별자치도 서귀포시 동홍동 201번지,63597,지하,296.91,359,2023.5.31 13:59,I,2023.7.28 1:14,33,15,6.15,126,34,29.84,33.25170775,126.5749566,913831.0006,1473758.264
42,6520000-S199500022,1995.8.10,,사용중,동홍동,삼아아파트 107동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로536번길 6 (삼아아파트),제주특별자치도 서귀포시 동홍동 201번지,63597,지하,462.68,560,2023.5.31 14:00,I,2023.7.28 1:14,33,15,6.15,126,34,29.84,33.25170775,126.5749566,913831.0006,1473758.264
43,6520000-S199500023,1995.8.10,,사용중,동홍동,삼아아파트 108동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로536번길 6 (삼아아파트),제주특별자치도 서귀포시 동홍동 201번지,63597,지하,216.02,261,2023.5.31 14:00,I,2023.7.28 1:14,33,15,6.15,126,34,29.84,33.25170775,126.5749566,913831.0006,1473758.264
44,6520000-S199500024,1995.8.10,,사용중,동홍동,삼아아파트 109동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로536번길 6 (삼아아파트),제주특별자치도 서귀포시 동홍동 201번지,63597,지하,541.48,656,2023.5.31 14:01,I,2023.7.28 1:14,33,15,6.15,126,34,29.84,33.25170775,126.5749566,913831.0006,1473758.264
45,6520000-S199500025,1995.8.10,,사용중,동홍동,나산빌라트 지하1층,공공용시설,제주특별자치도 서귀포시 중앙로150번길 33 (나산빌라트),제주특별자치도 서귀포시 동홍동 1382번지,63585,지하,700.83,849,2023.5.31 14:01,I,2023.7.28 1:14,33,15,37.45,126,33,42.29,33.26040172,126.5617467,912609.0872,1474733.142
46,6520000-S199500026,1995.8.10,,사용중,동홍동,세기2차아파트 지하1층,공공용시설,제주특별자치도 서귀포시 태평로 558 (동홍세기2차아파트),제주특별자치도 서귀포시 동홍동 189번지 1호,63597,지하,1028.2,1246,2023.5.31 14:02,I,2023.7.28 1:14,33,15,11.49,126,34,34.62,33.25323415,126.5763814,913965.2167,1473926.323
47,6520000-S199200002,1992.1.1,,사용중,서귀동,명지아파트 지하1층,공공용시설,제주특별자치도 서귀포시 동부로12번길 9 (명지아파트),제주특별자치도 서귀포시 서귀동 114번지 1호,63595,지하,264.46,320,2023.6.17 11:53,I,2023.7.28 1:14,33,14,48.43,126,34,11.91,33.24634629,126.5702597,913388.176,1473167.72
48,6520000-S200400002,2004.12.15,,사용중,동홍동,서귀포시 노인복지관 지하1층,공공용시설,제주특별자치도 서귀포시 태평로537번길 40-9 (서귀포노인복지회관),제주특별자치도 서귀포시 동홍동 646번지 1호,63589,지하,331.2,401,2023.5.31 14:08,I,2023.7.28 1:14,33,15,14.37,126,34,14.48,33.25390022,126.5708138,913447.2439,1474004.768
49,6520000-S200400003,2004.12.15,,사용중,동홍동,대한예수교장로회 서귀포교회 지하1층,공공용시설,제주특별자치도 서귀포시 동홍로 56 (서귀포교회),제주특별자치도 서귀포시 동홍동 441번지 1호,63589,지하,1976,2395,2023.5.31 14:08,I,2023.7.28 1:14,33,15,13.41,126,34,5.68,33.25349172,126.5680823,913192.3875,1473961.745
50,6520000-S200400004,2004.12.15,,사용중,동홍동,동방아파트 지하1층,공공용시설,제주특별자치도 서귀포시 일주동로 8648-6 (서귀포 동방아파트),제주특별자치도 서귀포시 동홍동 1507번지 2호,63585,지하,657.05,796,2023.5.31 14:08,I,2023.7.28 1:14,33,15,15.58,126,33,51.6,33.25435253,126.5642954,912840.4856,1474060.336
51,6520000-S200400005,2004.12.15,,사용중,대천동,한빛테크놀즈아파트 101동 지하1층,공공용시설,제주특별자치도 서귀포시 김정문화로27번길 13-3 (한빛테크놀즈아파트101동),제주특별자치도 서귀포시 강정동 165번지 5호,63566,지하,234.22,283,2023.5.31 14:08,I,2023.7.28 1:14,33,15,10.75,126,30,27.17,33.25311523,126.5075979,907557.6833,1473971.89
52,6520000-S200400007,2004.12.15,,사용중,대천동,한빛테크놀즈아파트 105동 지하1층,공공용시설,제주특별자치도 서귀포시 김정문화로27번길 23-6 (한빛테크놀즈),제주특별자치도 서귀포시 강정동 158번지 6호,63566,지하,198.35,240,2023.5.31 14:07,I,2023.7.28 1:14,33,15,15.22,126,30,28.04,33.25419088,126.5077898,907576.6937,1474090.979
53,6520000-S200400008,2004.12.15,,사용중,예래동,롯데호텔 제주 지하1층,공공용시설,제주특별자치도 서귀포시 중문관광로72번길 35 (롯데호텔),제주특별자치도 서귀포시 색달동 2812번지 4호,63535,지하,8167,9899,2023.5.31 14:07,I,2023.7.28 1:14,33,14,55.81,126,24,37.53,33.24883596,126.4104238,898500.5452,1473587.629
54,6520000-S199100001,1991.2.21,,사용중,서귀동,백호빌딩 지하 1층,공공용시설,제주특별자치도 서귀포시 칠십리로91번길 20 (백호모텔),제주특별자치도 서귀포시 서귀동 694번지 5호,63596,지하,409.92,496,2023.5.31 13:32,I,2023.7.28 1:14,33,14,28.41,126,33,48.59,33.24121332,126.563432,912746.9975,1472604.307
55,6520000-S200500001,2005.12.15,,사용중,동홍동,대오아파트 지하1층,공공용시설,제주특별자치도 서귀포시 동홍서로 83 (대오아파트),제주특별자치도 서귀포시 동홍동 506번지 1호,63588,지하,2014.42,2441,2023.5.31 14:07,I,2023.7.28 1:14,33,15,22.49,126,34,9.51,33.25625678,126.5691593,913295.4441,1474267.414
56,6520000-S199500010,1995.8.9,,사용중,동홍동,세기아파트 다동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로 549 (세기아파트),제주특별자치도 서귀포시 동홍동 139번지 1호,63589,지하,482.04,584,2023.5.31 13:46,I,2023.7.28 1:14,33,15,9.91,126,34,31.28,33.25275411,126.5753561,913869.2424,1473873.945
57,6520000-S199500011,1995.8.9,,사용중,동홍동,세기아파트 마동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로 549 (세기아파트),제주특별자치도 서귀포시 동홍동 139번지 1호,63589,지하,270.09,327,2023.5.31 13:58,I,2023.7.28 1:14,33,15,9.91,126,34,31.28,33.25275411,126.5753561,913869.2424,1473873.945
58,6520000-S199500020,1995.8.10,,사용중,동홍동,삼아아파트 105동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로536번길 6 (삼아아파트),제주특별자치도 서귀포시 동홍동 201번지,63597,지하,1099.82,1333,2023.5.31 13:59,I,2023.7.28 1:14,33,15,6.15,126,34,29.84,33.25170775,126.5749566,913831.0006,1473758.264
59,6520000-S199500021,1995.8.10,,사용중,동홍동,삼아아파트 106동 지하1층,공공용시설,제주특별자치도 서귀포시 태평로536번길 6 (삼아아파트),제주특별자치도 서귀포시 동홍동 201번지,63597,지하,407.32,493,2023.5.31 14:00,I,2023.7.28 1:14,33,15,6.15,126,34,29.84,33.25170775,126.5749566,913831.0006,1473758.264
60,6520000-S199600005,1996.5.3,,사용중,동홍동,무지개아파트 가동 지하1층,공공용시설,제주특별자치도 서귀포시 동홍북로22번길 20 (무지개아파트),제주특별자치도 서귀포시 동홍동 91번지 3호,63588,지하,796.76,965,2023.5.31 14:03,I,2023.7.28 1:14,33,15,27.23,126,34,14.11,33.25756263,126.5705865,913429.6758,1474411.011
61,6520000-S200300027,2003.1.2,,사용중,서귀동,호텔가온제이스테이 지하1층,공공용시설,"제주특별자치도 서귀포시 서문로41번길 23, 호텔가온제이스테이 (서귀동)",제주특별자치도 서귀포시 서귀동 309-26 호텔펠리스텔콘,63592,지하,396,480,2023.5.31 14:07,I,2023.7.28 1:14,33,14,58.05,126,33,37.21,33.24930009,126.560319,912465.038,1473503.494
62,6520000-S201700001,2017.1.3,,사용중,서귀동,더 퍼스트 70 지하1~2층,공공용시설,"제주특별자치도 서귀포시 명동로 46 (서귀동, 글램블루호텔)",제주특별자치도 서귀포시 서귀동 182번지,63595,지하,4534.13,5495,2023.5.31 13:38,I,2023.7.28 1:14,33,14,50.11,126,34,0.65,33.2474479,126.5667241,913059.886,1473292.793
63,6520000-S201600002,2016.12.27,,사용중,동홍동,코아루아파트 지하1층,공공용시설,"제주특별자치도 서귀포시 일주동로 8565 (동홍동, 동홍동코아루)",제주특별자치도 서귀포시 동홍동 157번지,63589,지하,3860.2,4679,2023.5.31 13:38,I,2023.7.28 1:14,33,15,14.6,126,34,23.05,33.2540298,126.5730626,913656.8463,1474017.275
64,6520000-S201000006,2010.12.21,,사용중,서귀동,천지동주민센터 지하1층,공공용시설,제주특별자치도 서귀포시 중정로47번길 3 (천지동주민센터),제주특별자치도 서귀포시 서귀동 294번지 15호,63592,지하,108,130,2023.5.31 14:06,I,2023.7.28 1:14,33,14,51.94,126,33,40.24,33.24785899,126.5613209,912556.9365,1473342.879
65,6520000-S201900001,2018.11.8,,사용중,중문동,중문동 주민센터 지하1층,공공용시설,제주특별자치도 서귀포시 1100로 30 (중문동),제주특별자치도 서귀포시 중문동 1871번지 8호,63540,지하,619,750,2023.6.13 13:57,I,2023.7.28 1:14,33,15,11.99,126,26,1.1,33.25335419,126.4334019,900646.2878,1474066.489
66,6520000-S201900002,2019.7.4,,사용중,서귀동,호텔윈스토리 지하1층,공공용시설,"제주특별자치도 서귀포시 중정로 11 (서귀동, 호텔윈스토리)",제주특별자치도 서귀포시 서귀동 318번지 17호,63592,지하,1323,1603,2023.5.31 13:34,I,2023.7.28 1:14,33,14,51.72,126,33,27.2,33.24763322,126.5576409,912213.8837,1473320.933
67,6520000-S201900003,2019.10.4,,사용중,남원읍,코업하버뷰 호텔 지하1층,공공용시설,제주특별자치도 서귀포시 남원읍 태위로 108,제주특별자치도 서귀포시 남원읍 위미리 2895,63611,지하,600,727,2023.5.31 13:33,I,2023.7.28 1:14,33,16,28.15,126,39,32.38,33.27461925,126.6590759,921687.506,1476232.232
68,6520000-S201900004,2019.10.4,,사용중,효돈동,효돈 생활체육관 지하1-2층,공공용시설,제주특별자치도 서귀포시 하신상로 25 (효돈생활체육관),제주특별자치도 서귀포시 하효동 147번지 3호,63606,지하,336,407,2023.5.31 14:12,I,2023.7.28 1:14,33,15,46.89,126,37,1.46,33.26295498,126.6172462,917780.9911,1474971.165
69,6520000-S201900005,2019.10.4,,사용중,대천동,중흥S클래스 아파트 지하1층,공공용시설,"제주특별자치도 서귀포시 대청로 12 (강정동, 서귀포시강정지구3블럭중흥에스-클래스)",제주특별자치도 서귀포시 강정동 195번지,63559,지하,22707,27523,2023.5.31 13:32,I,2023.7.28 1:14,33,15,8.75,126,30,3.94,33.25243052,126.5010948,906951.1713,1473901.748
70,6520000-S200301026,2003.1.1,,사용중,중문동,백구연립빌라 지하1층,공공용시설,"제주특별자치도 서귀포시 중문로41번길 9 (중문동, 백구연립주택)",제주특별자치도 서귀포시 중문동 1519번지 백구연립주택,63545,지하,760,921,2023.5.31 14:10,I,2023.7.28 1:14,33,15,19.35,126,25,25.1,33.2553737,126.4238712,899760.7627,1474299.502
71,6520000-S200400001,2004.12.15,,사용중,효돈동,효돈성당 지하1층,공공용시설,제주특별자치도 서귀포시 효돈로167번길 11 (효돈성당),제주특별자치도 서귀포시 신효동 131번지 1호,63606,지하,409.89,496,2023.5.31 14:10,I,2023.7.28 1:14,33,15,53.29,126,37,0.04,33.26471707,126.6167907,917740.2161,1475166.886
72,6520000-S201900006,2019.7.15,,사용중,성산읍,더베스트 제주성산 지하1층,공공용시설,제주특별자치도 서귀포시 성산읍 동류암로 26,제주특별자치도 서귀포시 성산읍 고성리 298-5,63640,지하,2500,3030,2023.5.31 13:32,I,2023.7.28 1:14,33,26,58.78,126,55,1.77,33.44950502,126.917331,945846.8034,1495457.674
73,6520000-S201900007,2019.7.15,,사용중,성산읍,리치유클래시아아파트 지하1층,공공용시설,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,제주특별자치도 서귀포시 성산읍 성산리 392,63643,지하,8948,10846,2023.5.31 13:32,I,2023.7.28 1:14,33,27,39.51,126,55,46.2,33.46106026,126.9295974,946993.8827,1496732.485
74,6520000-S201900008,2019.6.21,,사용중,성산읍,아쿠아비치호텔 지하1층,공공용시설,"제주특별자치도 서귀포시 성산읍 일주동로 4258, 아쿠아비치호텔",제주특별자치도 서귀포시 성산읍 고성리 1090-16 아쿠아비치호텔,63640,지하,187,226,2023.5.31 13:31,I,2023.7.28 1:14,33,26,54.05,126,54,43.19,33.44841665,126.9119715,945347.9955,1495339.811
75,6520000-S202200002,2022.7.21,,사용중,중문동,e편한세상 중문아파트(105동) 지하1층 주차장,공공용시설,"제주특별자치도 서귀포시 일주서로731번길 10, 105동 (중문동, e편한세상 중문)",제주특별자치도 서귀포시 중문동 1726 e편한세상 중문,63545,지하,1762,2135,2023.5.31 13:29,I,2023.7.28 1:14,33,15,20.75,126,25,52.75,33.25576451,126.4313195,900455.0344,1474335.71
