개방서비스명,좌표정보(x),좌표정보(y),주소
일반음식점,140708.1202,-1898.194543,애월읍
일반음식점,190174.9211,-416.5494249,구좌읍
일반음식점,144232.0719,-1661.08512,애월읍
일반음식점,181556.8337,6782.134571,구좌읍
일반음식점,136757.718,-3148.858796,애월읍
일반음식점,181477.4365,6671.828416,구좌읍
일반음식점,178416.7769,7465.111198,구좌읍
일반음식점,143464.2137,-1164.530452,애월읍
일반음식점,186407.6962,3093.667469,구좌읍
일반음식점,136764.4597,-3040.91071,애월읍
일반음식점,141308.3504,-2132.803822,애월읍
일반음식점,137300.5294,-3391.600716,애월읍
일반음식점,142099.5293,-1206.800848,애월읍
일반음식점,135792.3736,-3453.049425,애월읍
일반음식점,138482.8707,-3466.308329,애월읍
일반음식점,145368.8449,-1025.356626,애월읍
일반음식점,143454.8052,-1014.670855,애월읍
일반음식점,141668.3686,-1693.417826,애월읍
일반음식점,186241.7344,3047.180444,구좌읍
일반음식점,186414.5408,3405.13657,구좌읍
일반음식점,177283.9608,6665.940636,구좌읍
일반음식점,144950.5524,-7332.179821,애월읍
일반음식점,147300.9743,-5242.357848,애월읍
일반음식점,143346.2043,-883.4488383,애월읍
일반음식점,135511.0268,-5124.796189,애월읍
일반음식점,181556.8337,6782.134571,구좌읍
일반음식점,186529.7571,2977.558462,구좌읍
일반음식점,173697.783,6470.491824,구좌읍
일반음식점,176506.3041,6462.250657,구좌읍
일반음식점,190385.3456,1828.363034,구좌읍
일반음식점,186462.3162,2994.631758,구좌읍
일반음식점,138929.0647,-5076.876559,애월읍
일반음식점,180513.0295,6296.660678,구좌읍
일반음식점,144962.2388,-8058.000514,애월읍
일반음식점,135030.2978,-5108.160854,애월읍
일반음식점,181102.8338,6516.344908,구좌읍
일반음식점,181801.4165,6655.725093,구좌읍
일반음식점,141687.2203,-2339.589616,애월읍
일반음식점,144641.3232,-7824.569597,애월읍
일반음식점,176650.8308,6440.357534,구좌읍
일반음식점,143984.5131,-9698.166686,애월읍
일반음식점,147529.2363,-5164.599841,애월읍
일반음식점,146822.6024,-5984.690614,애월읍
일반음식점,144955.9724,-1995.936719,애월읍
일반음식점,139440.0559,-2435.784994,애월읍
일반음식점,183735.9762,6363.506505,구좌읍
일반음식점,143880.7419,-4598.467145,애월읍
일반음식점,144866.6298,-1105.103249,애월읍
일반음식점,144716.0289,-1131.280213,애월읍
일반음식점,141715.5664,-4883.540094,애월읍
일반음식점,135794.6332,-3471.587616,애월읍
일반음식점,184189.775,4929.287605,구좌읍
일반음식점,190636.3754,-391.7938816,구좌읍
일반음식점,181690.4553,5504.571468,구좌읍
일반음식점,145409.4942,-1199.118234,애월읍
일반음식점,189237.0374,3201.961571,구좌읍
일반음식점,183653.18,6466.540128,구좌읍
일반음식점,186393.6053,3244.870105,구좌읍
일반음식점,135322.5145,-5297.969673,애월읍
일반음식점,135346.5589,-5148.291109,애월읍
일반음식점,145501.3317,-685.5110885,애월읍
일반음식점,136881.7989,-3183.792793,애월읍
일반음식점,144487.216,-1568.450822,애월읍
일반음식점,144794.5932,-1188.354857,애월읍
일반음식점,141245.7674,-1873.023681,애월읍
일반음식점,186569.1337,2979.631333,구좌읍
일반음식점,141588.6949,-1812.889924,애월읍
일반음식점,141588.6949,-1812.889924,애월읍
일반음식점,146579.7918,-6393.966039,애월읍
일반음식점,190087.0651,2843.706454,구좌읍
일반음식점,184188.7813,5133.319316,구좌읍
일반음식점,136882.725,-4023.843536,애월읍
일반음식점,141021.1181,-5033.225795,애월읍
일반음식점,181942.0705,6664.62083,구좌읍
일반음식점,144232.0719,-1661.08512,애월읍
일반음식점,139543.0133,-2629.285513,애월읍
일반음식점,176595.3605,6413.855792,구좌읍
일반음식점,140086.3462,-2133.361496,애월읍
일반음식점,135457.9973,-4513.088433,애월읍
일반음식점,136773.0261,-3205.736509,애월읍
일반음식점,144101.0631,-1797.867297,애월읍
일반음식점,145392.7264,-1121.289898,애월읍
일반음식점,141166.8258,-2543.265352,애월읍
일반음식점,135666.3678,-4265.845753,애월읍
일반음식점,147780.5325,-3770.038625,애월읍
일반음식점,144676.1113,-1551.405642,애월읍
일반음식점,180137.2683,-2832.565141,구좌읍
일반음식점,186619.1034,3484.969547,구좌읍
일반음식점,186525.1975,3021.691459,구좌읍
일반음식점,187090.1347,3125.029106,구좌읍
일반음식점,177200.0401,6752.52888,구좌읍
일반음식점,138477.4089,-3002.811149,애월읍
일반음식점,181125.5999,6501.615824,구좌읍
일반음식점,189002.5718,3470.3739,구좌읍
일반음식점,180763.9922,6696.93333,구좌읍
일반음식점,188886.088,3320.060294,구좌읍
일반음식점,144985.275,-1946.103583,애월읍
일반음식점,190622.7206,-382.0182749,구좌읍
일반음식점,136690.1449,-3342.920665,애월읍
일반음식점,141353.9715,-1961.274229,애월읍
일반음식점,136685.4329,-3302.071749,애월읍
일반음식점,179590.6442,3102.014781,구좌읍
일반음식점,176657.4058,6448.696746,구좌읍
일반음식점,136721.4295,-3350.638929,애월읍
일반음식점,183705.5903,4370.388793,구좌읍
일반음식점,136044.7623,-8533.150961,애월읍
일반음식점,143645.0428,-1231.872687,애월읍
일반음식점,173886.2336,6343.302285,구좌읍
일반음식점,141837.8205,-1446.157503,애월읍
일반음식점,186563.0899,3352.309951,구좌읍
일반음식점,186559.7287,2935.333,구좌읍
일반음식점,144108.6876,-1608.370324,애월읍
일반음식점,135635.3769,-5070.510581,애월읍
일반음식점,140189.461,-2488.752478,애월읍
일반음식점,145558.2972,-1025.188506,애월읍
일반음식점,144284.9336,-8372.00431,애월읍
일반음식점,136737.8466,-3059.257192,애월읍
일반음식점,180881.2405,6627.70543,구좌읍
일반음식점,142215.6291,-10498.32358,애월읍
일반음식점,135577.997,-4469.016532,애월읍
일반음식점,136719.7995,-3295.585571,애월읍
일반음식점,136739.3449,-3044.850638,애월읍
일반음식점,184952.0225,4464.744252,구좌읍
일반음식점,186573.0248,2969.871357,구좌읍
일반음식점,144663.6665,-1470.255281,애월읍
일반음식점,142296.2305,-6292.006863,애월읍
일반음식점,180881.2405,6627.70543,구좌읍
일반음식점,186573.0248,2969.871357,구좌읍
일반음식점,144289.3558,-1625.379022,애월읍
일반음식점,135799.4431,-3552.824759,애월읍
일반음식점,178363.1345,-4993.38317,구좌읍
일반음식점,181183.5342,6469.72243,구좌읍
일반음식점,179904.5039,-3062.797054,구좌읍
일반음식점,141073.7548,-1860.217223,애월읍
일반음식점,136528.6497,-3781.96714,애월읍
일반음식점,176985.5879,6588.559512,구좌읍
일반음식점,177138.4924,6777.330756,구좌읍
일반음식점,183851.8764,4769.52564,구좌읍
일반음식점,135729.3714,-3546.942076,애월읍
일반음식점,191560.3228,44.21411029,구좌읍
일반음식점,139105.7961,-2790.423271,애월읍
일반음식점,186383.8642,3226.877918,구좌읍
일반음식점,190577.3415,-331.9274147,구좌읍
일반음식점,139232.843,-2623.655456,애월읍
일반음식점,135264.9076,-5268.679858,애월읍
일반음식점,142377.6344,-1492.813046,애월읍
일반음식점,186536.5058,3319.790236,구좌읍
일반음식점,147149.3341,-6715.095269,애월읍
일반음식점,145358.774,-1062.302215,애월읍
일반음식점,180830.712,6788.391515,구좌읍
일반음식점,135983.1645,-3594.775981,애월읍
일반음식점,186364.8608,3318.133278,구좌읍
일반음식점,145451.053,-1233.392826,애월읍
일반음식점,148379.8826,-3882.87514,애월읍
일반음식점,186459.3085,3325.940655,구좌읍
일반음식점,145429.8287,-1025.482506,애월읍
일반음식점,191738.3798,502.0804836,구좌읍
일반음식점,138373.083,-5353.66253,애월읍
일반음식점,136467.5907,-3285.577224,애월읍
일반음식점,145570.8696,-1047.51752,애월읍
일반음식점,139263.4732,-4198.906761,애월읍
일반음식점,139232.843,-2623.655456,애월읍
일반음식점,178698.3494,-2844.665342,구좌읍
일반음식점,137012.6113,-3185.197803,애월읍
일반음식점,186910.1492,3102.832124,구좌읍
일반음식점,144429.9667,-1288.444993,애월읍
일반음식점,141199.2192,-1931.616156,애월읍
일반음식점,144612.0119,-1444.127305,애월읍
일반음식점,144366.8447,-6134.918265,애월읍
일반음식점,136022.9279,-3612.774296,애월읍
일반음식점,175376.3968,5791.427955,구좌읍
일반음식점,186548.7071,2953.74899,구좌읍
일반음식점,140929.9452,-2562.180775,애월읍
일반음식점,180845.425,6535.474684,구좌읍
일반음식점,142686.1065,-4735.925279,애월읍
일반음식점,185635.5527,2736.228298,구좌읍
일반음식점,143590.1644,-7277.912541,애월읍
일반음식점,182492.5485,-128.3351645,구좌읍
일반음식점,141663.7717,-5812.612872,애월읍
일반음식점,186403.4066,3063.78937,구좌읍
일반음식점,181249.5419,-803.7706816,구좌읍
일반음식점,135307.6974,-4997.154798,애월읍
일반음식점,189691.4131,2763.217837,구좌읍
일반음식점,143373.9792,-5802.531921,애월읍
일반음식점,140151.3494,-2057.996111,애월읍
일반음식점,176328.8686,-1333.124498,구좌읍
일반음식점,186447.5804,3301.557671,구좌읍
일반음식점,141197.038,-2512.342859,애월읍
일반음식점,184990.7915,3482.403092,구좌읍
일반음식점,136738.1296,-3224.455529,애월읍
일반음식점,176052.9065,6486.26077,구좌읍
일반음식점,141792.5792,-13817.27262,애월읍
일반음식점,141792.5792,-13817.27262,애월읍
일반음식점,141792.5792,-13817.27262,애월읍
일반음식점,141792.5792,-13817.27262,애월읍
일반음식점,141792.5792,-13817.27262,애월읍
일반음식점,184963.9562,4339.919951,구좌읍
일반음식점,138348.7841,-3213.198518,애월읍
일반음식점,142748.6393,-4752.186928,애월읍
일반음식점,143071.5032,-2868.258898,애월읍
일반음식점,190627.817,1414.9224,구좌읍
일반음식점,136549.8343,-3105.811084,애월읍
일반음식점,190641.4337,-517.5664843,구좌읍
일반음식점,190586.2073,-387.1565223,구좌읍
일반음식점,145939.5782,-640.9548521,애월읍
일반음식점,144945.6168,-2495.339581,애월읍
일반음식점,184946.3736,4139.402031,구좌읍
일반음식점,135233.8184,-5054.50066,애월읍
일반음식점,189556.2193,2545.3634,구좌읍
일반음식점,185428.0502,4017.412851,구좌읍
일반음식점,140221.866,-2238.357711,애월읍
일반음식점,135619.4444,-4918.995492,애월읍
일반음식점,137011.5049,-6625.877979,애월읍
일반음식점,180864.2739,6551.997468,구좌읍
일반음식점,181059.4527,6529.963245,구좌읍
일반음식점,135992.5293,-8404.878658,애월읍
일반음식점,144861.0308,-9900.782429,애월읍
일반음식점,135888.7207,-3800.805404,애월읍
일반음식점,140433.72,-1923.921842,애월읍
일반음식점,135942.9397,-3563.906791,애월읍
일반음식점,191672.6492,380.4058206,구좌읍
일반음식점,143972.6738,-2260.250601,애월읍
일반음식점,143419.6829,-980.9488962,애월읍
일반음식점,184205.8934,4938.061836,구좌읍
일반음식점,180590.5352,6217.351941,구좌읍
일반음식점,189959.4316,1523.885941,구좌읍
일반음식점,187195.4428,3144.415532,구좌읍
일반음식점,144284.9336,-8372.00431,애월읍
일반음식점,138345.7378,-3080.471854,애월읍
일반음식점,186433.3593,3275.127977,구좌읍
일반음식점,135572.2408,-5062.804065,애월읍
일반음식점,143344.1656,-814.3612132,애월읍
일반음식점,188964.4039,3402.873983,구좌읍
일반음식점,135314.0806,-5334.106699,애월읍
일반음식점,184100.4951,5186.701313,구좌읍
일반음식점,144573.2675,-1539.677767,애월읍
일반음식점,186828.93,1934.362915,구좌읍
일반음식점,190869.3736,-663.311711,구좌읍
일반음식점,186492.778,3291.32042,구좌읍
일반음식점,187124.4002,3017.808563,구좌읍
일반음식점,185047.4074,4203.567674,구좌읍
일반음식점,139417.6942,-4349.129691,애월읍
일반음식점,147609.2404,-3839.944456,애월읍
일반음식점,187378.8093,2725.852176,구좌읍
일반음식점,145742.2499,-1055.320043,애월읍
일반음식점,179944.8575,-2784.4993,구좌읍
일반음식점,142066.8935,-1191.759541,애월읍
일반음식점,190461.1028,-500.0490563,구좌읍
일반음식점,186514.8891,3378.014463,구좌읍
일반음식점,137195.0875,-3584.596026,애월읍
일반음식점,143629.8636,-1198.02401,애월읍
일반음식점,136791.8324,-3151.207347,애월읍
일반음식점,177283.9608,6665.940636,구좌읍
일반음식점,182108.9174,6411.954886,구좌읍
일반음식점,186554.2872,3356.809508,구좌읍
일반음식점,136827.5387,-3385.921128,애월읍
일반음식점,186395.8793,3033.957644,구좌읍
일반음식점,142040.0025,-1310.827713,애월읍
일반음식점,138221.5465,-3076.067372,애월읍
일반음식점,177192.5165,6840.229456,구좌읍
일반음식점,136811.6584,-3385.466138,애월읍
일반음식점,147735.6884,-3768.155653,애월읍
일반음식점,186329.908,3126.836457,구좌읍
일반음식점,136163.6962,-3461.775086,애월읍
일반음식점,180830.1393,6558.090986,구좌읍
일반음식점,190174.9211,-416.5494249,구좌읍
일반음식점,180697.6675,6647.527361,구좌읍
일반음식점,190692.6706,-746.5026938,구좌읍
일반음식점,138290.2881,-3114.279212,애월읍
일반음식점,144736.9072,-7915.686051,애월읍
일반음식점,191337.524,-15.42217869,구좌읍
일반음식점,180909.276,6548.776998,구좌읍
일반음식점,144531.4814,-7971.075089,애월읍
일반음식점,144388.601,-1640.91884,애월읍
일반음식점,136652.737,-3336.28067,애월읍
일반음식점,138987.5076,-4634.211754,애월읍
일반음식점,145590.1108,-1360.15881,애월읍
일반음식점,178632.8428,-4577.076324,구좌읍
일반음식점,175693.4565,5873.57745,구좌읍
일반음식점,186536.8623,3366.129334,구좌읍
일반음식점,135786.5389,-5521.441275,애월읍
일반음식점,145648.9659,-1218.103055,애월읍
일반음식점,182464.1025,6741.664406,구좌읍
일반음식점,190870.0077,-502.4666686,구좌읍
일반음식점,187429.5739,3183.851739,구좌읍
일반음식점,138112.5648,-3138.663446,애월읍
일반음식점,177625.8673,6747.385063,구좌읍
일반음식점,186456.3198,3360.335358,구좌읍
일반음식점,186619.5467,3333.394053,구좌읍
일반음식점,186525.9838,3372.252874,구좌읍
일반음식점,135632.8907,-4762.108549,애월읍
일반음식점,186951.4784,2974.397608,구좌읍
일반음식점,147508.5087,-5116.813476,애월읍
일반음식점,185643.0406,3997.247543,구좌읍
일반음식점,136729.9616,-3131.324404,애월읍
일반음식점,180789.7241,6502.379481,구좌읍
일반음식점,186616.6422,3014.433454,구좌읍
일반음식점,173834.039,6549.835096,구좌읍
일반음식점,139637.8882,-2639.128873,애월읍
일반음식점,144171.4457,-1680.001935,애월읍
일반음식점,186476.133,3396.607371,구좌읍
일반음식점,144215.9133,-1668.269568,애월읍
일반음식점,180596.9289,6745.997927,구좌읍
일반음식점,185375.6309,3447.835274,구좌읍
일반음식점,135375.7468,-5259.954346,애월읍
일반음식점,190445.3584,2858.752735,구좌읍
일반음식점,183071.4989,3946.159666,구좌읍
일반음식점,141183.771,-2538.047032,애월읍
일반음식점,190679.581,-1191.998827,구좌읍
일반음식점,190759.767,1496.991359,구좌읍
일반음식점,184841.5136,4042.434226,구좌읍
일반음식점,180789.7155,6776.129871,구좌읍
일반음식점,145012.406,-2490.408385,애월읍
일반음식점,186580.4681,3296.462161,구좌읍
일반음식점,147441.8935,-3858.871066,애월읍
일반음식점,143210.405,-715.1499103,애월읍
일반음식점,139801.4462,-4641.310272,애월읍
일반음식점,139571.3799,-2613.757797,애월읍
일반음식점,177205.3608,6725.568671,구좌읍
일반음식점,135064.278,-5162.061404,애월읍
일반음식점,179710.7849,-2670.399404,구좌읍
일반음식점,140401.5952,-12983.80635,애월읍
일반음식점,140401.5952,-12983.80635,애월읍
일반음식점,140401.5952,-12983.80635,애월읍
일반음식점,140401.5952,-12983.80635,애월읍
일반음식점,181974.6369,6657.37474,구좌읍
일반음식점,186550.0471,3030.071135,구좌읍
일반음식점,141792.5792,-13817.27262,애월읍
일반음식점,135852.5096,-3729.606784,애월읍
일반음식점,184925.845,3674.238132,구좌읍
일반음식점,187110.8528,3085.115037,구좌읍
일반음식점,140401.5952,-12983.80635,애월읍
일반음식점,144270.1317,-1657.619646,애월읍
일반음식점,138571.9982,-2915.886435,애월읍
일반음식점,186537.7346,2776.518995,구좌읍
일반음식점,181841.8604,6633.321256,구좌읍
일반음식점,176904.3374,6521.191531,구좌읍
일반음식점,176543.5132,6458.266114,구좌읍
일반음식점,147291.3674,-3875.536198,애월읍
일반음식점,135560.5381,-5070.584598,애월읍
일반음식점,141519.7624,-1882.070292,애월읍
일반음식점,186525.1975,3021.691459,구좌읍
일반음식점,139348.7594,-4359.419175,애월읍
일반음식점,135679.1203,-4193.506723,애월읍
일반음식점,141696.5739,-1580.373493,애월읍
일반음식점,143456.8015,-1116.372034,애월읍
일반음식점,141058.4875,-2885.654846,애월읍
일반음식점,135353.7403,-5360.807722,애월읍
일반음식점,186832.4939,3149.276865,구좌읍
일반음식점,135968.7464,-3619.694069,애월읍
일반음식점,144574.8936,-8008.555495,애월읍
일반음식점,181852.3777,6577.940338,구좌읍
일반음식점,143370.7176,-960.7822153,애월읍
일반음식점,185051.3655,4412.165303,구좌읍
일반음식점,136623.9423,-3262.195891,애월읍
일반음식점,145584.7126,-1073.223865,애월읍
일반음식점,136598.8804,-3093.895632,애월읍
일반음식점,146969.879,-5374.013388,애월읍
일반음식점,143316.5556,-5255.506291,애월읍
일반음식점,186668.8597,3251.405444,구좌읍
일반음식점,144215.9133,-1668.269568,애월읍
일반음식점,143595.8555,-1287.57854,애월읍
일반음식점,144108.3565,-1646.556912,애월읍
일반음식점,191527.1557,-463.7916645,구좌읍
일반음식점,144795.0119,-7953.806366,애월읍
일반음식점,145302.5346,-1199.543784,애월읍
일반음식점,182957.0417,6282.688273,구좌읍
일반음식점,145436.7876,-1045.213392,애월읍
일반음식점,182839.4778,3705.993172,구좌읍
일반음식점,182429.5728,6121.351231,구좌읍
일반음식점,144533.7135,-1244.211124,애월읍
일반음식점,176474.683,6427.079205,구좌읍
일반음식점,176474.683,6427.079205,구좌읍
일반음식점,142251.863,-6747.752288,애월읍
일반음식점,145295.6559,-1246.408846,애월읍
일반음식점,143317.0241,-656.3764512,애월읍
일반음식점,142489.2125,-5588.240755,애월읍
일반음식점,147529.2363,-5164.599841,애월읍
일반음식점,144080.8144,-7015.624061,애월읍
일반음식점,139207.3254,-4184.46479,애월읍
일반음식점,146969.879,-5374.013388,애월읍
일반음식점,135363.6274,-5023.671897,애월읍
일반음식점,137407.6892,-6049.348152,애월읍
일반음식점,186334.4441,3217.088657,구좌읍
일반음식점,138229.739,-3062.47195,애월읍
일반음식점,136729.9616,-3131.324404,애월읍
일반음식점,182373.8073,6693.295839,구좌읍
일반음식점,140997.1444,-4806.922941,애월읍
일반음식점,145275.4032,-1212.066998,애월읍
일반음식점,136461.8929,-3322.805783,애월읍
일반음식점,185071.0203,4487.97777,구좌읍
일반음식점,135954.2278,-3732.233248,애월읍
일반음식점,145694.4108,-1022.126819,애월읍
일반음식점,186518.5674,2909.620263,구좌읍
일반음식점,176997.4822,6813.815775,구좌읍
일반음식점,181360.7379,6512.202328,구좌읍
일반음식점,138399.1845,-3111.1311,애월읍
일반음식점,145509.3345,-946.0513732,애월읍
일반음식점,139597.1314,-3078.04068,애월읍
일반음식점,173097.4712,6452.507613,구좌읍
일반음식점,135766.7243,-3538.23301,애월읍
일반음식점,146149.6486,-3356.132429,애월읍
일반음식점,186931.2558,3081.460977,구좌읍
일반음식점,186692.4041,2896.211053,구좌읍
일반음식점,181110.1855,6499.824524,구좌읍
일반음식점,136063.025,-3395.959837,애월읍
일반음식점,190289.6241,-285.6659471,구좌읍
일반음식점,136761.4499,-3059.276676,애월읍
일반음식점,180760.3396,6655.438632,구좌읍
일반음식점,136789.2035,-3835.23867,애월읍
일반음식점,143338.9361,-1031.478711,애월읍
일반음식점,186574.6476,2900.684037,구좌읍
일반음식점,181183.5342,6469.72243,구좌읍
일반음식점,145348.1884,-1091.261589,애월읍
일반음식점,190517.4601,-316.9713936,구좌읍
일반음식점,188646.2462,3474.245304,구좌읍
일반음식점,185624.7055,4018.588883,구좌읍
일반음식점,136189.9237,-3393.156899,애월읍
일반음식점,144659.1429,-1529.022493,애월읍
일반음식점,186521.4264,3344.019785,구좌읍
일반음식점,183948.7978,5421.424261,구좌읍
일반음식점,141703.2314,-2317.927813,애월읍
일반음식점,176904.3374,6521.191531,구좌읍
일반음식점,137694.4266,-4997.239684,애월읍
일반음식점,186356.6888,3002.641199,구좌읍
일반음식점,186683.7324,3247.81139,구좌읍
일반음식점,137638.201,-5956.954354,애월읍
일반음식점,138417.4812,-8272.529727,애월읍
일반음식점,144474.9766,-1612.788041,애월읍
일반음식점,145367.4419,-1402.907187,애월읍
일반음식점,191631.7808,-663.5368492,구좌읍
일반음식점,182731.0355,415.6125468,구좌읍
일반음식점,191198.1149,-113.0256322,구좌읍
일반음식점,145570.8388,-1403.697699,애월읍
일반음식점,146963.3746,-5120.527084,애월읍
일반음식점,142696.472,-4907.266947,애월읍
일반음식점,135888.7207,-3800.805404,애월읍
일반음식점,186584.2936,3310.598112,구좌읍
일반음식점,181225.1767,6492.287105,구좌읍
일반음식점,135926.3325,-3480.560373,애월읍
일반음식점,139348.7594,-4359.419175,애월읍
일반음식점,138702.5348,-3302.664815,애월읍
일반음식점,145498.5955,-547.4852002,애월읍
일반음식점,190759.767,1496.991359,구좌읍
일반음식점,186592.8245,3341.990952,구좌읍
일반음식점,145396.0521,-1418.749694,애월읍
일반음식점,141593.533,-2621.338503,애월읍
일반음식점,138299.2089,-3173.098485,애월읍
일반음식점,178879.7732,-3228.343825,구좌읍
일반음식점,144334.3209,-1410.066302,애월읍
일반음식점,136949.6137,-3339.003079,애월읍
일반음식점,135926.3325,-3480.560373,애월읍
일반음식점,144434.5022,-6287.212177,애월읍
일반음식점,190726.9745,-242.0678135,구좌읍
일반음식점,140933.8704,-2512.099551,애월읍
일반음식점,139211.2522,-4363.938939,애월읍
일반음식점,147473.3165,-3762.158429,애월읍
일반음식점,142081.2639,-10377.75346,애월읍
일반음식점,145344.0963,-1400.616347,애월읍
일반음식점,145914.554,-711.7771426,애월읍
일반음식점,185448.753,3800.436863,구좌읍
일반음식점,187357.3846,3171.636258,구좌읍
일반음식점,173306.1362,6297.783664,구좌읍
일반음식점,141466.9963,-2168.600741,애월읍
일반음식점,144927.752,-1946.83755,애월읍
일반음식점,139846.5156,-2334.338201,애월읍
일반음식점,179884.744,-2765.037183,구좌읍
일반음식점,135818.4532,-3507.862597,애월읍
일반음식점,145419.7444,-1438.240938,애월읍
일반음식점,136083.6896,-8585.872826,애월읍
일반음식점,145408.7699,-1429.208347,애월읍
일반음식점,177055.7297,6688.37991,구좌읍
일반음식점,189618.7351,1537.890485,구좌읍
일반음식점,186510.1451,3462.247985,구좌읍
일반음식점,145098.9283,-1155.543351,애월읍
일반음식점,176348.7321,6662.680212,구좌읍
일반음식점,140828.34,-2179.079549,애월읍
일반음식점,180891.2585,6418.716368,구좌읍
일반음식점,145648.9659,-1218.103055,애월읍
일반음식점,180624.7536,6555.576986,구좌읍
일반음식점,138345.7378,-3080.471854,애월읍
일반음식점,181682.9841,6695.320061,구좌읍
일반음식점,139462.3793,-2479.40282,애월읍
일반음식점,143573.0312,-9068.89251,애월읍
일반음식점,179853.3579,-3098.504763,구좌읍
일반음식점,180218.482,3485.535024,구좌읍
일반음식점,186396.9828,3212.700557,구좌읍
일반음식점,136784.1454,-3176.455317,애월읍
일반음식점,145946.8182,-694.798109,애월읍
일반음식점,138436.471,-3016.855201,애월읍
일반음식점,138436.471,-3016.855201,애월읍
일반음식점,180737.4531,6967.253255,구좌읍
일반음식점,185349.2097,4139.01947,구좌읍
일반음식점,144171.4457,-1680.001935,애월읍
일반음식점,141950.7423,-1533.284704,애월읍
일반음식점,135329.5158,-5018.423874,애월읍
일반음식점,145467.0459,-1337.665565,애월읍
일반음식점,178757.352,-2780.450987,구좌읍
일반음식점,136634.738,-3084.610268,애월읍
일반음식점,191705.8685,449.4866642,구좌읍
일반음식점,144777.594,-1393.792706,애월읍
일반음식점,177172.5956,6842.127402,구좌읍
일반음식점,143499.8028,-7304.501373,애월읍
일반음식점,181333.9762,6468.391911,구좌읍
일반음식점,144083.1706,-3936.338226,애월읍
일반음식점,141728.0307,-2115.475131,애월읍
일반음식점,136690.1449,-3342.920665,애월읍
일반음식점,186241.7344,3047.180444,구좌읍
일반음식점,136416.1957,-3452.032793,애월읍
일반음식점,143589.0627,-1163.697867,애월읍
일반음식점,189114.5714,502.8930695,구좌읍
일반음식점,186517.1065,3261.083722,구좌읍
일반음식점,137199.2585,-3438.908952,애월읍
일반음식점,138415.3989,-3112.338355,애월읍
일반음식점,177129.0357,-1661.585226,구좌읍
일반음식점,180982.0902,6239.485439,구좌읍
일반음식점,144213.6112,-1500.629778,애월읍
일반음식점,181430.2514,6310.938635,구좌읍
일반음식점,144354.6101,-1617.187815,애월읍
일반음식점,186986.7525,2848.492979,구좌읍
일반음식점,186975.4719,2683.469756,구좌읍
일반음식점,141358.6016,-2456.040969,애월읍
일반음식점,143395.9796,-4885.686526,애월읍
일반음식점,189391.9134,2682.894186,구좌읍
일반음식점,144151.8149,-1670.573966,애월읍
일반음식점,136852.2278,-3363.896846,애월읍
일반음식점,177192.5165,6840.229456,구좌읍
일반음식점,186548.735,3399.577542,구좌읍
일반음식점,186516.7874,3182.524183,구좌읍
일반음식점,145601.8367,-1153.885905,애월읍
일반음식점,143229.5174,-810.6805354,애월읍
일반음식점,146352.0973,-3488.738673,애월읍
일반음식점,139863.9909,-2189.045323,애월읍
일반음식점,138465.7171,-3022.036195,애월읍
일반음식점,176409.0879,-1441.374232,구좌읍
일반음식점,135500.6638,-4796.394297,애월읍
일반음식점,179116.8307,-2866.680673,구좌읍
일반음식점,134933.0543,-5195.209312,애월읍
일반음식점,135495.5698,-4765.406004,애월읍
일반음식점,172662.5338,6231.87185,구좌읍
일반음식점,134933.0543,-5195.209312,애월읍
일반음식점,180819.8292,6887.42557,구좌읍
일반음식점,137011.5049,-6625.877979,애월읍
일반음식점,136120.6812,-3377.687585,애월읍
일반음식점,185304.8302,4084.893433,구좌읍
일반음식점,181225.1767,6492.287105,구좌읍
일반음식점,186541.5796,2530.482044,구좌읍
일반음식점,145484.7297,-1434.794093,애월읍
일반음식점,180884.6635,6536.066802,구좌읍
일반음식점,135194.3408,-5132.757085,애월읍
일반음식점,145589.9016,-982.241565,애월읍
일반음식점,138067.6036,-10277.99092,애월읍
일반음식점,143573.0312,-9068.89251,애월읍
일반음식점,147479.7615,-5233.027303,애월읍
일반음식점,190589.5935,-356.8817775,구좌읍
일반음식점,145388.6851,-1015.023374,애월읍
일반음식점,176166.553,6277.620531,구좌읍
일반음식점,176629.8132,6461.646657,구좌읍
일반음식점,144947.5373,-7234.007637,애월읍
일반음식점,144744.121,-1134.956438,애월읍
일반음식점,136049.9867,-7529.642476,애월읍
일반음식점,184759.0607,3656.381171,구좌읍
일반음식점,180640.0735,6616.125421,구좌읍
일반음식점,145416.5072,-1212.544465,애월읍
일반음식점,136658.6228,-3303.346777,애월읍
일반음식점,177785.4545,5187.388522,구좌읍
일반음식점,145647.2194,-1104.444037,애월읍
일반음식점,173512.2318,6377.855999,구좌읍
일반음식점,141855.4647,-1432.739988,애월읍
일반음식점,135061.5906,-5116.910019,애월읍
일반음식점,135061.5906,-5116.910019,애월읍
일반음식점,136727.7701,-3265.689882,애월읍
일반음식점,187015.5414,2795.34131,구좌읍
일반음식점,147752.4843,-3781.345508,애월읍
일반음식점,143877.8874,-1343.034497,애월읍
일반음식점,181447.1034,6602.65072,구좌읍
일반음식점,143715.0847,-1236.105225,애월읍
일반음식점,190066.1273,-393.8258008,구좌읍
일반음식점,139768.0139,-7272.142943,애월읍
일반음식점,137145.6275,-12049.1669,애월읍
일반음식점,139113.7716,-4869.228344,애월읍
일반음식점,138459.0621,-3459.543232,애월읍
일반음식점,190552.3814,-537.5066214,구좌읍
